Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
5716837,CHOLERA_0000000003,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,1992,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
5718296,CHOLERA_0000000003,COUNTRY,GHA,AFR,YEAR,Africa,,1976,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
5719647,CHOLERA_0000000003,COUNTRY,MWI,AFR,YEAR,Africa,,2003,,,,,,,,1.24,,,,,2013-06-11T14:04:28+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
5720633,CHOLERA_0000000003,COUNTRY,MWI,AFR,YEAR,Africa,,1988,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
5724679,CHOLERA_0000000003,COUNTRY,AUS,WPR,YEAR,Western Pacific,,2004,,,,,,,,0.00,,,,,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5730292,CHOLERA_0000000003,COUNTRY,MOZ,AFR,YEAR,Africa,,2002,,,,,,,,1.4,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5731090,CHOLERA_0000000003,COUNTRY,KOR,WPR,YEAR,Western Pacific,,2010,,,,,,,,0.00,,,,,2013-06-11T14:04:28+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5734685,CHOLERA_0000000003,COUNTRY,CMR,AFR,YEAR,Africa,,1984,,,,,,,,15.31,,,,,2013-06-11T14:04:28+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
5736088,CHOLERA_0000000003,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,1979,,,,,,,,0.97,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
5737634,CHOLERA_0000000003,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,1952,,,,,,,,60.91,,,,,2013-06-11T14:04:28+02:00,1952,1952-01-01T00:00:00+01:00,1952-12-31T00:00:00+01:00
5746235,CHOLERA_0000000003,COUNTRY,CMR,AFR,YEAR,Africa,,1998,,,,,,,,6.87,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
5765334,CHOLERA_0000000003,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,1955,,,,,,,,28.57,,,,,2013-06-11T14:04:28+02:00,1955,1955-01-01T00:00:00+01:00,1955-12-31T00:00:00+01:00
5772842,CHOLERA_0000000003,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,,1985,,,,,,,,5.36,,,,,2013-06-11T14:04:28+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
5773121,CHOLERA_0000000003,COUNTRY,VNM,WPR,YEAR,Western Pacific,,1986,,,,,,,,1.52,,,,,2013-06-11T14:04:28+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
5774281,CHOLERA_0000000003,COUNTRY,GNB,AFR,YEAR,Africa,,2013,,,,,,,,2.89,2.89,,,,2014-08-29T13:48:56+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5778784,CHOLERA_0000000003,COUNTRY,CAN,AMR,YEAR,Americas,,1992,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
5780906,CHOLERA_0000000003,COUNTRY,NGA,AFR,YEAR,Africa,,1992,,,,,,,,7.9,,,,,2013-06-11T14:04:28+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
5780955,CHOLERA_0000000003,COUNTRY,KOR,WPR,YEAR,Western Pacific,,2016,,,,,,,,0,0.0,,,,2017-09-01T08:44:50+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5784070,CHOLERA_0000000003,COUNTRY,KHM,WPR,YEAR,Western Pacific,,2009,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
5786163,CHOLERA_0000000003,COUNTRY,VNM,WPR,YEAR,Western Pacific,,1979,,,,,,,,7.67,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
5790939,CHOLERA_0000000003,COUNTRY,NGA,AFR,YEAR,Africa,,2001,,,,,,,,5.15,,,,,2013-06-11T14:04:28+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5799546,CHOLERA_0000000003,COUNTRY,ECU,AMR,YEAR,Americas,,1996,,,,,,,,1.13,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
5812858,CHOLERA_0000000003,COUNTRY,MNG,WPR,YEAR,Western Pacific,,2005,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5814422,CHOLERA_0000000003,COUNTRY,PHL,WPR,YEAR,Western Pacific,,1996,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
5817277,CHOLERA_0000000003,COUNTRY,MOZ,AFR,YEAR,Africa,,2014,,,,,,,,0.2,0.20833,,,,2015-10-02T09:48:00+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5819313,CHOLERA_0000000003,COUNTRY,AGO,AFR,YEAR,Africa,,1973,,,,,,,,3.42,,,,,2013-06-11T14:04:28+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
5825254,CHOLERA_0000000003,COUNTRY,CRI,AMR,YEAR,Americas,,1996,,,,,,,,5.26,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
5825711,CHOLERA_0000000003,COUNTRY,KEN,AFR,YEAR,Africa,,1981,,,,,,,,4.46,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
5827017,CHOLERA_0000000003,COUNTRY,CHN,WPR,YEAR,Western Pacific,,1988,,,,,,,,1.22,,,,,2013-06-11T14:04:28+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
5830399,CHOLERA_0000000003,COUNTRY,NIC,AMR,YEAR,Americas,,2000,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5834837,CHOLERA_0000000003,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,1969,,,,,,,,21,,,,,2013-06-11T14:04:28+02:00,1969,1969-01-01T00:00:00+01:00,1969-12-31T00:00:00+01:00
5836978,CHOLERA_0000000003,COUNTRY,BEN,AFR,YEAR,Africa,,1997,,,,,,,,2.01,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
5837056,CHOLERA_0000000003,COUNTRY,TZA,AFR,YEAR,Africa,,1979,,,,,,,,11.92,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
5840963,CHOLERA_0000000003,COUNTRY,COL,AMR,YEAR,Americas,,1997,,,,,,,,2.12,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
5841116,CHOLERA_0000000003,COUNTRY,PRT,EUR,YEAR,Europe,,1995,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
5857397,CHOLERA_0000000003,COUNTRY,IND,SEAR,YEAR,South-East Asia,,1974,,,,,,,,7.41,,,,,2013-06-11T14:04:28+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
5858249,CHOLERA_0000000003,COUNTRY,NER,AFR,YEAR,Africa,,1999,,,,,,,,7.17,,,,,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
5858646,CHOLERA_0000000003,COUNTRY,CHN,WPR,YEAR,Western Pacific,,1993,,,,,,,,0.81,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
5863972,CHOLERA_0000000003,COUNTRY,CHN,WPR,YEAR,Western Pacific,,1995,,,,,,,,0.85,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
5864139,CHOLERA_0000000003,COUNTRY,PNG,WPR,YEAR,Western Pacific,,2005,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5873839,CHOLERA_0000000003,COUNTRY,ITA,EUR,YEAR,Europe,,1995,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
5875370,CHOLERA_0000000003,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,2008,,,,,,,,2.22,,,,,2013-06-11T14:04:28+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
5879156,CHOLERA_0000000003,COUNTRY,COD,AFR,YEAR,Africa,,1986,,,,,,,,11.8,,,,,2013-06-11T14:04:28+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
5879287,CHOLERA_0000000003,COUNTRY,FIN,EUR,YEAR,Europe,,2005,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5882770,CHOLERA_0000000003,COUNTRY,CUB,AMR,YEAR,Americas,,2013,,,,,,,,0,0.0,,,,2014-08-29T13:48:40+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5900817,CHOLERA_0000000003,COUNTRY,MDG,AFR,YEAR,Africa,,1999,,,,,,,,5.5,,,,,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
5907664,CHOLERA_0000000003,COUNTRY,THA,SEAR,YEAR,South-East Asia,,2015,,,,,,,,0.8,0.8,,,,2016-09-20T08:46:15+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5912662,CHOLERA_0000000003,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,1991,,,,,,,,0.68,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
5933110,CHOLERA_0000000003,COUNTRY,NER,AFR,YEAR,Africa,,2016,,,,,,,,15.8,15.78947,,,,2017-08-23T09:37:24+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5936737,CHOLERA_0000000003,COUNTRY,CHN,WPR,YEAR,Western Pacific,,2000,,,,,,,,0.16,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5937757,CHOLERA_0000000003,COUNTRY,MRT,AFR,YEAR,Africa,,2006,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5939686,CHOLERA_0000000003,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,1969,,,,,,,,16.59,,,,,2013-06-11T14:04:28+02:00,1969,1969-01-01T00:00:00+01:00,1969-12-31T00:00:00+01:00
5948949,CHOLERA_0000000003,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,2013,,,,,,,,0,0.0,,,,2014-08-29T13:48:32+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5965102,CHOLERA_0000000003,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,1965,,,,,,,,25.23,,,,,2013-06-11T14:04:28+02:00,1965,1965-01-01T00:00:00+01:00,1965-12-31T00:00:00+01:00
5972097,CHOLERA_0000000003,COUNTRY,GIN,AFR,YEAR,Africa,,2014,,,,,,,,0,0.0,,,,2015-10-02T09:48:00+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5976462,CHOLERA_0000000003,COUNTRY,UGA,AFR,YEAR,Africa,,2012,,,,,,,,2.13,2.13,,,,2013-10-03T09:19:14+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5978461,CHOLERA_0000000003,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,1970,,,,,,,,0.26,,,,,2013-06-11T14:04:28+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
5986421,CHOLERA_0000000003,COUNTRY,NER,AFR,YEAR,Africa,,1972,,,,,,,,23.53,,,,,2013-06-11T14:04:28+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
5990795,CHOLERA_0000000003,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,1972,,,,,,,,13.16,,,,,2013-06-11T14:04:28+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
6001102,CHOLERA_0000000003,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,1972,,,,,,,,18.98,,,,,2013-06-11T14:04:28+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
6016690,CHOLERA_0000000003,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,1966,,,,,,,,8.81,,,,,2013-06-11T14:04:28+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
6028492,CHOLERA_0000000003,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,1976,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
6033505,CHOLERA_0000000003,COUNTRY,RWA,AFR,YEAR,Africa,,1999,,,,,,,,14.98,,,,,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
6044009,CHOLERA_0000000003,COUNTRY,GIN,AFR,YEAR,Africa,,2002,,,,,,,,18.03,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6052344,CHOLERA_0000000003,COUNTRY,BEN,AFR,YEAR,Africa,,2002,,,,,,,,4.81,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6052770,CHOLERA_0000000003,COUNTRY,ZWE,AFR,YEAR,Africa,,2001,,,,,,,,2.15,,,,,2013-06-11T14:04:28+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6061806,CHOLERA_0000000003,COUNTRY,GTM,AMR,YEAR,Americas,,1996,,,,,,,,0.89,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
6063244,CHOLERA_0000000003,COUNTRY,FSM,WPR,YEAR,Western Pacific,,2000,,,,,,,,0.58,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6063723,CHOLERA_0000000003,COUNTRY,KHM,WPR,YEAR,Western Pacific,,1997,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
6070908,CHOLERA_0000000003,COUNTRY,ZWE,AFR,YEAR,Africa,,2015,,,,,,,,0,0.0,,,,2016-09-20T08:46:15+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6075862,CHOLERA_0000000003,COUNTRY,IND,SEAR,YEAR,South-East Asia,,1959,,,,,,,,51.82,,,,,2013-06-11T14:04:28+02:00,1959,1959-01-01T00:00:00+01:00,1959-12-31T00:00:00+01:00
6077026,CHOLERA_0000000003,COUNTRY,CAN,AMR,YEAR,Americas,,1991,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
6080945,CHOLERA_0000000003,COUNTRY,IND,SEAR,YEAR,South-East Asia,,1971,,,,,,,,14.68,,,,,2013-06-11T14:04:28+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
6089543,CHOLERA_0000000003,COUNTRY,MYS,WPR,YEAR,Western Pacific,,1984,,,,,,,,1.49,,,,,2013-06-11T14:04:28+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
6090186,CHOLERA_0000000003,COUNTRY,BEN,AFR,YEAR,Africa,,2001,,,,,,,,1.8,,,,,2013-06-11T14:04:28+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6094173,CHOLERA_0000000003,COUNTRY,IDN,WPR,YEAR,Western Pacific,,2001,,,,,,,,1.07,,,,,2013-06-11T14:04:28+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6105925,CHOLERA_0000000003,COUNTRY,KEN,AFR,YEAR,Africa,,1989,,,,,,,,3.49,,,,,2013-06-11T14:04:28+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
6111450,CHOLERA_0000000003,COUNTRY,RWA,AFR,YEAR,Africa,,1988,,,,,,,,4.29,,,,,2013-06-11T14:04:28+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
6111648,CHOLERA_0000000003,COUNTRY,COL,AMR,YEAR,Americas,,2004,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6113909,CHOLERA_0000000003,COUNTRY,KEN,AFR,YEAR,Africa,,2014,,,,,,,,25.7,25.71429,,,,2015-10-02T09:48:01+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6114992,CHOLERA_0000000003,COUNTRY,IND,SEAR,YEAR,South-East Asia,,1957,,,,,,,,90.46,,,,,2013-06-11T14:04:28+02:00,1957,1957-01-01T00:00:00+01:00,1957-12-31T00:00:00+01:00
6120074,CHOLERA_0000000003,COUNTRY,COG,AFR,YEAR,Africa,,2013,,,,,,,,13.61,13.61,,,,2014-08-29T13:48:55+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6120888,CHOLERA_0000000003,COUNTRY,MYS,WPR,YEAR,Western Pacific,,1971,,,,,,,,1.89,,,,,2013-06-11T14:04:28+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
6120889,CHOLERA_0000000003,COUNTRY,ZWE,AFR,YEAR,Africa,,2007,,,,,,,,6.15,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6138997,CHOLERA_0000000003,COUNTRY,THA,SEAR,YEAR,South-East Asia,,1958,,,,,,,,13.98,,,,,2013-06-11T14:04:28+02:00,1958,1958-01-01T00:00:00+01:00,1958-12-31T00:00:00+01:00
6143446,CHOLERA_0000000003,COUNTRY,PHL,WPR,YEAR,Western Pacific,,2007,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6145300,CHOLERA_0000000003,COUNTRY,GNB,AFR,YEAR,Africa,,1996,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
6145664,CHOLERA_0000000003,COUNTRY,DZA,AFR,YEAR,Africa,,1976,,,,,,,,10.49,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
6155947,CHOLERA_0000000003,COUNTRY,DZA,AFR,YEAR,Africa,,1984,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
6156117,CHOLERA_0000000003,COUNTRY,CIV,AFR,YEAR,Africa,,2015,,,,,,,,3,3.0,,,,2016-09-20T08:46:13+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6158176,CHOLERA_0000000003,COUNTRY,DOM,AMR,YEAR,Americas,,2012,,,,,,,,0.86,0.86,,,,2013-10-03T09:19:15+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6178111,CHOLERA_0000000003,COUNTRY,NGA,AFR,YEAR,Africa,,2003,,,,,,,,4.5,,,,,2013-06-11T14:04:28+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6186604,CHOLERA_0000000003,COUNTRY,TZA,AFR,YEAR,Africa,,2013,,,,,,,,6.3,6.3,,,,2014-08-29T13:48:59+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6189322,CHOLERA_0000000003,COUNTRY,HND,AMR,YEAR,Americas,,1995,,,,,,,,1.63,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
6189471,CHOLERA_0000000003,COUNTRY,BLZ,AMR,YEAR,Americas,,1997,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
6192264,CHOLERA_0000000003,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,1995,,,,,,,,2.71,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
6192416,CHOLERA_0000000003,COUNTRY,SGP,WPR,YEAR,Western Pacific,,1989,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
6193873,CHOLERA_0000000003,COUNTRY,GUY,AMR,YEAR,Americas,,1993,,,,,,,,3.03,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
6219714,CHOLERA_0000000003,COUNTRY,GIN,AFR,YEAR,Africa,,2007,,,,,,,,3.64,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6226562,CHOLERA_0000000003,COUNTRY,NIC,AMR,YEAR,Americas,,1994,,,,,,,,1.71,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
6230316,CHOLERA_0000000003,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,1995,,,,,,,,0.46,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
6233434,CHOLERA_0000000003,COUNTRY,CHN,WPR,YEAR,Western Pacific,,2008,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6233959,CHOLERA_0000000003,COUNTRY,NGA,AFR,YEAR,Africa,,2016,,,,,,,,4.2,4.16667,,,,2017-08-23T09:37:24+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6236592,CHOLERA_0000000003,COUNTRY,THA,SEAR,YEAR,South-East Asia,,2006,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6236824,CHOLERA_0000000003,COUNTRY,PHL,WPR,YEAR,Western Pacific,,2014,,,,,,,,0.2,0.17594,,,,2015-10-02T09:48:02+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6238427,CHOLERA_0000000003,COUNTRY,SGP,WPR,YEAR,Western Pacific,,1995,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
6242406,CHOLERA_0000000003,COUNTRY,IND,SEAR,YEAR,South-East Asia,,1953,,,,,,,,58.26,,,,,2013-06-11T14:04:28+02:00,1953,1953-01-01T00:00:00+01:00,1953-12-31T00:00:00+01:00
6246841,CHOLERA_0000000003,COUNTRY,TGO,AFR,YEAR,Africa,,2007,,,,,,,,1.54,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6250498,CHOLERA_0000000003,COUNTRY,COM,AFR,YEAR,Africa,,2007,,,,,,,,1.86,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6252364,CHOLERA_0000000003,COUNTRY,CMR,AFR,YEAR,Africa,,2013,,,,,,,,0,0.0,,,,2014-08-29T13:48:55+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6255548,CHOLERA_0000000003,COUNTRY,IDN,WPR,YEAR,Western Pacific,,1994,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
6255961,CHOLERA_0000000003,COUNTRY,GNB,AFR,YEAR,Africa,,2004,,,,,,,,1.94,,,,,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6258351,CHOLERA_0000000003,COUNTRY,DZA,AFR,YEAR,Africa,,1988,,,,,,,,4.29,,,,,2013-06-11T14:04:28+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
6262687,CHOLERA_0000000003,COUNTRY,TGO,AFR,YEAR,Africa,,1995,,,,,,,,6.15,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
6265347,CHOLERA_0000000003,COUNTRY,CIV,AFR,YEAR,Africa,,1982,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
6265602,CHOLERA_0000000003,COUNTRY,MWI,AFR,YEAR,Africa,,2011,,,,,,,,3.33,,,,,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6268656,CHOLERA_0000000003,COUNTRY,LSO,AFR,YEAR,Africa,,2006,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6269908,CHOLERA_0000000003,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,,1972,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
6270034,CHOLERA_0000000003,COUNTRY,LBR,AFR,YEAR,Africa,,1995,,,,,,,,3.68,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
6270057,CHOLERA_0000000003,COUNTRY,RWA,AFR,YEAR,Africa,,1993,,,,,,,,5.99,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
