Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1155037,CHOLERA_0000000001,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,1981,,,,,,,,28,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1160749,CHOLERA_0000000001,COUNTRY,BTN,SEAR,YEAR,South-East Asia,,1991,,,,,,,,422,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1164416,CHOLERA_0000000001,COUNTRY,BRA,AMR,YEAR,Americas,,1996,,,,,,,,5522,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
1172077,CHOLERA_0000000001,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,1998,,,,,,,,4417,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1181943,CHOLERA_0000000001,COUNTRY,VEN,AMR,YEAR,Americas,,1996,,,,,,,,269,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
1184134,CHOLERA_0000000001,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,1975,,,,,,,,4888,,,,,2013-06-11T14:04:28+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
1185963,CHOLERA_0000000001,COUNTRY,CHL,AMR,YEAR,Americas,,1991,,,,,,,,41,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1206319,CHOLERA_0000000001,COUNTRY,TZA,AFR,YEAR,Africa,,1974,,,,,,,,10,,,,,2013-06-11T14:04:28+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
1212203,CHOLERA_0000000001,COUNTRY,LAO,WPR,YEAR,Western Pacific,,1994,,,,,,,,9660,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1212221,CHOLERA_0000000001,COUNTRY,ECU,AMR,YEAR,Americas,,2000,,,,,,,,27,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1215010,CHOLERA_0000000001,COUNTRY,GHA,AFR,YEAR,Africa,,1978,,,,,,,,1853,,,,,2013-06-11T14:04:28+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1220096,CHOLERA_0000000001,COUNTRY,JPN,WPR,YEAR,Western Pacific,,1978,,,,,,,,34,,,,,2013-06-11T14:04:28+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1222331,CHOLERA_0000000001,COUNTRY,MWI,AFR,YEAR,Africa,,1983,,,,,,,,487,,,,,2013-06-11T14:04:28+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
1224289,CHOLERA_0000000001,COUNTRY,VNM,WPR,YEAR,Western Pacific,,1950,,,,,,,,9,,,,,2013-06-11T14:04:28+02:00,1950,1950-01-01T00:00:00+01:00,1950-12-31T00:00:00+01:00
1254296,CHOLERA_0000000001,COUNTRY,VNM,WPR,YEAR,Western Pacific,,2007,,,,,,,,1946,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1254623,CHOLERA_0000000001,COUNTRY,JPN,WPR,YEAR,Western Pacific,,1994,,,,,,,,91,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1255862,CHOLERA_0000000001,COUNTRY,AUS,WPR,YEAR,Western Pacific,,1978,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1261411,CHOLERA_0000000001,COUNTRY,GIN,AFR,YEAR,Africa,,1999,,,,,,,,599,,,,,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
1266990,CHOLERA_0000000001,COUNTRY,IDN,WPR,YEAR,Western Pacific,,1974,,,,,,,,41474,,,,,2013-06-11T14:04:28+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
1274138,CHOLERA_0000000001,COUNTRY,DEU,EUR,YEAR,Europe,,1982,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
1276907,CHOLERA_0000000001,COUNTRY,GHA,AFR,YEAR,Africa,,1976,,,,,,,,102,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
1292494,CHOLERA_0000000001,COUNTRY,COD,AFR,YEAR,Africa,,1985,,,,,,,,740,,,,,2013-06-11T14:04:28+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
1301028,CHOLERA_0000000001,COUNTRY,SGP,WPR,YEAR,Western Pacific,,1981,,,,,,,,34,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1304250,CHOLERA_0000000001,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,1994,,,,,,,,28334,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1304355,CHOLERA_0000000001,COUNTRY,ZWE,AFR,YEAR,Africa,,2015,,,,,,,,60,60.0,,,,2016-09-16T09:32:20+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1306499,CHOLERA_0000000001,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,2007,,,,,,,,4697,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1312645,CHOLERA_0000000001,COUNTRY,CMR,AFR,YEAR,Africa,,2004,,,,,,,,8005,,,,,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1313081,CHOLERA_0000000001,COUNTRY,ROU,EUR,YEAR,Europe,,1993,,,,,,,,15,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1316694,CHOLERA_0000000001,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,1979,,,,,,,,689,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
1318342,CHOLERA_0000000001,COUNTRY,THA,SEAR,YEAR,South-East Asia,,1979,,,,,,,,1788,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
1318552,CHOLERA_0000000001,COUNTRY,PER,AMR,YEAR,Americas,,1995,,,,,,,,22397,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
1326094,CHOLERA_0000000001,COUNTRY,SWE,EUR,YEAR,Europe,,1976,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
1326552,CHOLERA_0000000001,COUNTRY,IND,SEAR,YEAR,South-East Asia,,1998,,,,,,,,7151,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1330388,CHOLERA_0000000001,COUNTRY,MYS,WPR,YEAR,Western Pacific,,1964,,,,,,,,512,,,,,2013-06-11T14:04:28+02:00,1964,1964-01-01T00:00:00+01:00,1964-12-31T00:00:00+01:00
1331699,CHOLERA_0000000001,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,1978,,,,,,,,1662,,,,,2013-06-11T14:04:28+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1350582,CHOLERA_0000000001,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,2009,,,,,,,,55,,,,,2013-06-11T14:04:28+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1355725,CHOLERA_0000000001,COUNTRY,BDI,AFR,YEAR,Africa,,1979,,,,,,,,915,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
1370277,CHOLERA_0000000001,COUNTRY,BEN,AFR,YEAR,Africa,,2013,,,,,,,,528,528.0,,,,2014-08-29T13:48:42+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1384738,CHOLERA_0000000001,COUNTRY,NZL,WPR,YEAR,Western Pacific,,1994,,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1388528,CHOLERA_0000000001,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,,2005,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1402531,CHOLERA_0000000001,COUNTRY,SLV,AMR,YEAR,Americas,,2000,,,,,,,,631,,,,1 of 631 reported cases are imported.,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1408003,CHOLERA_0000000001,COUNTRY,CHE,EUR,YEAR,Europe,,2006,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1408279,CHOLERA_0000000001,COUNTRY,COD,AFR,YEAR,Africa,,2001,,,,,,,,5728,,,,,2013-06-11T14:04:28+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1412580,CHOLERA_0000000001,COUNTRY,BEL,EUR,YEAR,Europe,,1993,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1413692,CHOLERA_0000000001,COUNTRY,TZA,AFR,YEAR,Africa,,1990,,,,,,,,2230,,,,,2013-06-11T14:04:28+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
1415008,CHOLERA_0000000001,COUNTRY,COG,AFR,YEAR,Africa,,1997,,,,,,,,275,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1416181,CHOLERA_0000000001,COUNTRY,VNM,WPR,YEAR,Western Pacific,,1981,,,,,,,,157,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1424560,CHOLERA_0000000001,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,2002,,,,,,,,2775,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1426090,CHOLERA_0000000001,COUNTRY,TZA,AFR,YEAR,Africa,,2011,,,,,,,,942,,,,,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1428116,CHOLERA_0000000001,COUNTRY,GMB,AFR,YEAR,Africa,,1985,,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
1432268,CHOLERA_0000000001,COUNTRY,EST,EUR,YEAR,Europe,,1993,,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1437645,CHOLERA_0000000001,COUNTRY,SLE,AFR,YEAR,Africa,,1994,,,,,,,,9709,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1439031,CHOLERA_0000000001,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,1957,,,,,,,,8054,,,,,2013-06-11T14:04:28+02:00,1957,1957-01-01T00:00:00+01:00,1957-12-31T00:00:00+01:00
1440184,CHOLERA_0000000001,COUNTRY,USA,AMR,YEAR,Americas,,1993,,,,,,,,19,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1443001,CHOLERA_0000000001,COUNTRY,HND,AMR,YEAR,Americas,,2001,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1444065,CHOLERA_0000000001,COUNTRY,BLR,EUR,YEAR,Europe,,1994,,,,,,,,3,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1449121,CHOLERA_0000000001,COUNTRY,MRT,AFR,YEAR,Africa,,2006,,,,,,,,25,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1452504,CHOLERA_0000000001,COUNTRY,JPN,WPR,YEAR,Western Pacific,,2002,,,,,,,,27,,,,12 of 27 reported cases are imported.,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1460523,CHOLERA_0000000001,COUNTRY,MWI,AFR,YEAR,Africa,,1991,,,,,,,,8088,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1474693,CHOLERA_0000000001,COUNTRY,MLI,AFR,YEAR,Africa,,1985,,,,,,,,3759,,,,,2013-06-11T14:04:28+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
1477813,CHOLERA_0000000001,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,2013,,,,,,,,6864,6864.0,,,,2014-08-29T13:48:47+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1479533,CHOLERA_0000000001,COUNTRY,TGO,AFR,YEAR,Africa,,1998,,,,,,,,3217,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1485785,CHOLERA_0000000001,COUNTRY,NLD,EUR,YEAR,Europe,,2004,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1494362,CHOLERA_0000000001,COUNTRY,GNB,AFR,YEAR,Africa,,1995,,,,,,,,119,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
1499937,CHOLERA_0000000001,COUNTRY,NGA,AFR,YEAR,Africa,,1986,,,,,,,,91,,,,,2013-06-11T14:04:28+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
1500483,CHOLERA_0000000001,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,1977,,,,,,,,5,,,,,2013-06-11T14:04:28+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
1503577,CHOLERA_0000000001,COUNTRY,CHN,WPR,YEAR,Western Pacific,,1990,,,,,,,,644,,,,,2013-06-11T14:04:28+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
1508186,CHOLERA_0000000001,COUNTRY,BDI,AFR,YEAR,Africa,,1992,,,,,,,,479,,,,,2013-06-11T14:04:28+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
1523091,CHOLERA_0000000001,COUNTRY,TGO,AFR,YEAR,Africa,,1997,,,,,,,,42,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1532271,CHOLERA_0000000001,COUNTRY,KOR,WPR,YEAR,Western Pacific,,1970,,,,,,,,475,,,,,2013-06-11T14:04:28+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
1533979,CHOLERA_0000000001,COUNTRY,KHM,WPR,YEAR,Western Pacific,,1964,,,,,,,,187,,,,,2013-06-11T14:04:28+02:00,1964,1964-01-01T00:00:00+01:00,1964-12-31T00:00:00+01:00
1537546,CHOLERA_0000000001,COUNTRY,GNB,AFR,YEAR,Africa,,2003,,,,,,,,290,,,,,2013-06-11T14:04:28+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1544169,CHOLERA_0000000001,COUNTRY,CIV,AFR,YEAR,Africa,,2010,,,,,,,,32,,,,,2013-06-11T14:04:28+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1548390,CHOLERA_0000000001,COUNTRY,BEN,AFR,YEAR,Africa,,1976,,,,,,,,146,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
1556487,CHOLERA_0000000001,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,1976,,,,,,,,50,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
1557824,CHOLERA_0000000001,COUNTRY,MRT,AFR,YEAR,Africa,,1989,,,,,,,,700,,,,,2013-06-11T14:04:28+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
1557828,CHOLERA_0000000001,COUNTRY,CIV,AFR,YEAR,Africa,,2003,,,,,,,,1034,,,,,2013-06-11T14:04:28+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1564603,CHOLERA_0000000001,COUNTRY,ZWE,AFR,YEAR,Africa,,2012,,,,,,,,23,23.0,,,,2013-10-03T09:18:20+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1567100,CHOLERA_0000000001,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,1950,,,,,,,,4212,,,,,2013-06-11T14:04:28+02:00,1950,1950-01-01T00:00:00+01:00,1950-12-31T00:00:00+01:00
1573478,CHOLERA_0000000001,COUNTRY,MYS,WPR,YEAR,Western Pacific,,1954,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1954,1954-01-01T00:00:00+01:00,1954-12-31T00:00:00+01:00
1576044,CHOLERA_0000000001,COUNTRY,AUS,WPR,YEAR,Western Pacific,,1979,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
1582018,CHOLERA_0000000001,COUNTRY,THA,SEAR,YEAR,South-East Asia,,1994,,,,,,,,3487,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1585419,CHOLERA_0000000001,COUNTRY,JPN,WPR,YEAR,Western Pacific,,2000,,,,,,,,34,,,,32 of 34 reported cases are imported.,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1592684,CHOLERA_0000000001,COUNTRY,TZA,AFR,YEAR,Africa,,1977,,,,,,,,297,,,,,2013-06-11T14:04:28+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
1595980,CHOLERA_0000000001,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,1980,,,,,,,,1599,,,,,2013-06-11T14:04:28+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
1596296,CHOLERA_0000000001,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,,1977,,,,,,,,427,,,,,2013-06-11T14:04:28+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
1597933,CHOLERA_0000000001,COUNTRY,GIN,AFR,YEAR,Africa,,2000,,,,,,,,519,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1602932,CHOLERA_0000000001,COUNTRY,CHN,WPR,YEAR,Western Pacific,,2014,,,,,,,,24,24.0,,,,2015-10-02T09:47:57+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1608587,CHOLERA_0000000001,COUNTRY,GBR,EUR,YEAR,Europe,,2011,,,,,,,,32 ,,,,32 of 32  reported cases are imported.,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1611174,CHOLERA_0000000001,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,2009,,,,,,,,208,,,,,2013-06-11T14:04:28+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1613597,CHOLERA_0000000001,COUNTRY,JPN,WPR,YEAR,Western Pacific,,1990,,,,,,,,73,,,,,2013-06-11T14:04:28+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
1623070,CHOLERA_0000000001,COUNTRY,MOZ,AFR,YEAR,Africa,,2015,,,,,,,,8739,8739.0,,,,2016-09-16T09:32:19+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1623867,CHOLERA_0000000001,COUNTRY,BRN,WPR,YEAR,Western Pacific,,1965,,,,,,,,198,,,,,2013-06-11T14:04:28+02:00,1965,1965-01-01T00:00:00+01:00,1965-12-31T00:00:00+01:00
1638844,CHOLERA_0000000001,COUNTRY,MYS,WPR,YEAR,Western Pacific,,1993,,,,,,,,995,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1639618,CHOLERA_0000000001,COUNTRY,PHL,WPR,YEAR,Western Pacific,,2000,,,,,,,,275,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1654506,CHOLERA_0000000001,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,1998,,,,,,,,53,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1658524,CHOLERA_0000000001,COUNTRY,SWZ,AFR,YEAR,Africa,,2000,,,,,,,,141,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1664628,CHOLERA_0000000001,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,,1972,,,,,,,,8,,,,,2013-06-11T14:04:28+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
1665496,CHOLERA_0000000001,COUNTRY,HND,AMR,YEAR,Americas,,1998,,,,,,,,306,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1667412,CHOLERA_0000000001,COUNTRY,BLZ,AMR,YEAR,Americas,,1999,,,,,,,,12,,,,,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
1667440,CHOLERA_0000000001,COUNTRY,PHL,WPR,YEAR,Western Pacific,,1993,,,,,,,,708,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1670293,CHOLERA_0000000001,COUNTRY,BFA,AFR,YEAR,Africa,,1995,,,,,,,,1451,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
1670888,CHOLERA_0000000001,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,1981,,,,,,,,24,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1680280,CHOLERA_0000000001,COUNTRY,CAN,AMR,YEAR,Americas,,2005,,,,,,,,7,,,,7 of 7 reported cases are imported.,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1683600,CHOLERA_0000000001,COUNTRY,CIV,AFR,YEAR,Africa,,2005,,,,,,,,39,,,,,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1690926,CHOLERA_0000000001,COUNTRY,MRT,AFR,YEAR,Africa,,1987,,,,,,,,1578,,,,,2013-06-11T14:04:28+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
1692088,CHOLERA_0000000001,COUNTRY,TGO,AFR,YEAR,Africa,,2014,,,,,,,,262,262.0,,,,2015-10-02T09:47:51+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1692305,CHOLERA_0000000001,COUNTRY,COG,AFR,YEAR,Africa,,2007,,,,,,,,7785,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1699349,CHOLERA_0000000001,COUNTRY,MYS,WPR,YEAR,Western Pacific,,1985,,,,,,,,52,,,,,2013-06-11T14:04:28+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
1703961,CHOLERA_0000000001,COUNTRY,IND,SEAR,YEAR,South-East Asia,,1966,,,,,,,,13052,,,,,2013-06-11T14:04:28+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
1705343,CHOLERA_0000000001,COUNTRY,NGA,AFR,YEAR,Africa,,1987,,,,,,,,1290,,,,,2013-06-11T14:04:28+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
1718423,CHOLERA_0000000001,COUNTRY,CMR,AFR,YEAR,Africa,,2014,,,,,,,,3355,3355.0,,,,2015-10-02T09:47:52+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1723899,CHOLERA_0000000001,COUNTRY,KHM,WPR,YEAR,Western Pacific,,1963,,,,,,,,52,,,,,2013-06-11T14:04:28+02:00,1963,1963-01-01T00:00:00+01:00,1963-12-31T00:00:00+01:00
1736180,CHOLERA_0000000001,COUNTRY,BRA,AMR,YEAR,Americas,,2004,,,,,,,,21,,,,,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1746860,CHOLERA_0000000001,COUNTRY,KEN,AFR,YEAR,Africa,,1980,,,,,,,,2808,,,,,2013-06-11T14:04:28+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
1756438,CHOLERA_0000000001,COUNTRY,BDI,AFR,YEAR,Africa,,1994,,,,,,,,562,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1760581,CHOLERA_0000000001,COUNTRY,SEN,AFR,YEAR,Africa,,2009,,,,,,,,4,,,,,2013-06-11T14:04:28+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1768740,CHOLERA_0000000001,COUNTRY,VNM,WPR,YEAR,Western Pacific,,1992,,,,,,,,4260,,,,,2013-06-11T14:04:28+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
1782502,CHOLERA_0000000001,COUNTRY,BOL,AMR,YEAR,Americas,,1994,,,,,,,,2710,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1782586,CHOLERA_0000000001,COUNTRY,IND,SEAR,YEAR,South-East Asia,,2015,,,,,,,,889,889.0,,,,2016-09-16T09:32:19+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1784671,CHOLERA_0000000001,COUNTRY,LBY,EMR,YEAR,Eastern Mediterranean,,1995,,,,,,,,22,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
