Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1763566,CHOLERA_0000000002,COUNTRY,ZAF,AFR,YEAR,Africa,,,2013,,,,,,,0,0.0,,,,2014-08-29T13:48:53+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1779334,CHOLERA_0000000002,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,,1952,,,,,,,245,245.0,,,,2013-06-11T14:01:25+02:00,1952,1952-01-01T00:00:00+01:00,1952-12-31T00:00:00+01:00
1779874,CHOLERA_0000000002,COUNTRY,COD,AFR,YEAR,Africa,,,1980,,,,,,,81,81.0,,,,2013-06-11T14:01:25+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
1792856,CHOLERA_0000000002,COUNTRY,CUB,AMR,YEAR,Americas,,,2013,,,,,,,0,0.0,,,,2014-08-29T13:48:38+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1810177,CHOLERA_0000000002,COUNTRY,CIV,AFR,YEAR,Africa,,,1993,,,,,,,42,42.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1810705,CHOLERA_0000000002,COUNTRY,GNB,AFR,YEAR,Africa,,,2009,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1813870,CHOLERA_0000000002,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,1972,,,,,,,11,11.0,,,,2013-06-11T14:01:25+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
1822089,CHOLERA_0000000002,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,1980,,,,,,,61,61.0,,,,2013-06-11T14:01:25+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
1825383,CHOLERA_0000000002,COUNTRY,MWI,AFR,YEAR,Africa,,,2000,,,,,,,56,56.0,,,,2013-06-11T14:01:25+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1826309,CHOLERA_0000000002,COUNTRY,MEX,AMR,YEAR,Americas,,,2013,,,,,,,1,1.0,,,,2014-08-29T13:48:39+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1829148,CHOLERA_0000000002,COUNTRY,MLI,AFR,YEAR,Africa,,,1974,,,,,,,21,21.0,,,,2013-06-11T14:01:25+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
1830441,CHOLERA_0000000002,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,1964,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1964,1964-01-01T00:00:00+01:00,1964-12-31T00:00:00+01:00
1830969,CHOLERA_0000000002,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,1981,,,,,,,14,14.0,,,,2013-06-11T14:01:25+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1835768,CHOLERA_0000000002,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,1998,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1839513,CHOLERA_0000000002,COUNTRY,ERI,AFR,YEAR,Africa,,,2006,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1843801,CHOLERA_0000000002,COUNTRY,ARG,AMR,YEAR,Americas,,,1997,,,,,,,12,12.0,,,,2013-06-11T14:01:25+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1861045,CHOLERA_0000000002,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,2004,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1861061,CHOLERA_0000000002,COUNTRY,COG,AFR,YEAR,Africa,,,1998,,,,,,,22,22.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1861080,CHOLERA_0000000002,COUNTRY,CIV,AFR,YEAR,Africa,,,2014,,,,,,,12,12.0,,,,2015-10-02T09:47:57+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1867755,CHOLERA_0000000002,COUNTRY,GNB,AFR,YEAR,Africa,,,2004,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1883106,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,1985,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
1888965,CHOLERA_0000000002,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,1994,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1898498,CHOLERA_0000000002,COUNTRY,ITA,EUR,YEAR,Europe,,,2006,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1901381,CHOLERA_0000000002,COUNTRY,RUS,EUR,YEAR,Europe,,,2006,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1907040,CHOLERA_0000000002,COUNTRY,NAM,AFR,YEAR,Africa,,,2005,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1907263,CHOLERA_0000000002,COUNTRY,GTM,AMR,YEAR,Americas,,,1993,,,,,,,306,306.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1911405,CHOLERA_0000000002,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,1977,,,,,,,180,180.0,,,,2013-06-11T14:01:25+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
1916390,CHOLERA_0000000002,COUNTRY,BDI,AFR,YEAR,Africa,,,2003,,,,,,,18,18.0,,,,2013-06-11T14:01:25+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1917303,CHOLERA_0000000002,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,1962,,,,,,,24,24.0,,,,2013-06-11T14:01:25+02:00,1962,1962-01-01T00:00:00+01:00,1962-12-31T00:00:00+01:00
1923592,CHOLERA_0000000002,COUNTRY,BEL,EUR,YEAR,Europe,,,1981,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1926512,CHOLERA_0000000002,COUNTRY,UGA,AFR,YEAR,Africa,,,2007,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1931153,CHOLERA_0000000002,COUNTRY,CHL,AMR,YEAR,Americas,,,2013,,,,,,,0,0.0,,,,2014-08-29T13:48:38+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1935511,CHOLERA_0000000002,COUNTRY,KEN,AFR,YEAR,Africa,,,1992,,,,,,,100,100.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
1938685,CHOLERA_0000000002,COUNTRY,BOL,AMR,YEAR,Americas,,,1998,,,,,,,7,7.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1942536,CHOLERA_0000000002,COUNTRY,SWE,EUR,YEAR,Europe,,,2006,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1955822,CHOLERA_0000000002,COUNTRY,RWA,AFR,YEAR,Africa,,,1978,,,,,,,48,48.0,,,,2013-06-11T14:01:25+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1963084,CHOLERA_0000000002,COUNTRY,BEN,AFR,YEAR,Africa,,,1976,,,,,,,14,14.0,,,,2013-06-11T14:01:25+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
1965720,CHOLERA_0000000002,COUNTRY,NGA,AFR,YEAR,Africa,,,2001,,,,,,,119,119.0,,,,2013-06-11T14:01:25+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1966129,CHOLERA_0000000002,COUNTRY,ZAF,AFR,YEAR,Africa,,,2001,,,,,,,232,232.0,,,,2013-06-11T14:01:25+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1974609,CHOLERA_0000000002,COUNTRY,NGA,AFR,YEAR,Africa,,,2014,,,,,,,755,755.0,,,,2015-10-02T09:47:58+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1976395,CHOLERA_0000000002,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2012,,,,,,,0,0.0,,,,2013-10-03T09:19:03+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1976440,CHOLERA_0000000002,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,1977,,,,,,,354,354.0,,,,2013-06-11T14:01:25+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
1977476,CHOLERA_0000000002,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,,1976,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
1980514,CHOLERA_0000000002,COUNTRY,COL,AMR,YEAR,Americas,,,1993,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1982316,CHOLERA_0000000002,COUNTRY,BEN,AFR,YEAR,Africa,,,1997,,,,,,,16,16.0,,,,2013-06-11T14:01:25+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1983544,CHOLERA_0000000002,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,1969,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1969,1969-01-01T00:00:00+01:00,1969-12-31T00:00:00+01:00
1988901,CHOLERA_0000000002,COUNTRY,GBR,EUR,YEAR,Europe,,,2011,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1989289,CHOLERA_0000000002,COUNTRY,CHL,AMR,YEAR,Americas,,,1993,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
2004190,CHOLERA_0000000002,COUNTRY,FRA,EUR,YEAR,Europe,,,1996,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
2013089,CHOLERA_0000000002,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,1998,,,,,,,17,17.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
2032752,CHOLERA_0000000002,COUNTRY,BEN,AFR,YEAR,Africa,,,1999,,,,,,,25,25.0,,,,2013-06-11T14:01:25+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
2032999,CHOLERA_0000000002,COUNTRY,LBR,AFR,YEAR,Africa,,,1989,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
2044240,CHOLERA_0000000002,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,1976,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
2051149,CHOLERA_0000000002,COUNTRY,MDV,SEAR,YEAR,South-East Asia,,,1978,,,,,,,220,220.0,,,,2013-06-11T14:01:25+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
2052117,CHOLERA_0000000002,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,1984,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
2056771,CHOLERA_0000000002,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,1958,,,,,,,86,86.0,,,,2013-06-11T14:01:25+02:00,1958,1958-01-01T00:00:00+01:00,1958-12-31T00:00:00+01:00
2061811,CHOLERA_0000000002,COUNTRY,CMR,AFR,YEAR,Africa,,,2009,,,,,,,89,89.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2066968,CHOLERA_0000000002,COUNTRY,NOR,EUR,YEAR,Europe,,,2005,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2069034,CHOLERA_0000000002,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1977,,,,,,,289,289.0,,,,2013-06-11T14:01:25+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
2071427,CHOLERA_0000000002,COUNTRY,CHL,AMR,YEAR,Americas,,,1991,,,,,,,2,2.0,,,,2013-06-11T14:01:25+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
2075226,CHOLERA_0000000002,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,1973,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
2087424,CHOLERA_0000000002,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2016,,,,,,,0,0.0,,,,2017-09-01T08:44:50+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2097769,CHOLERA_0000000002,COUNTRY,CIV,AFR,YEAR,Africa,,,2009,,,,,,,2,2.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2109061,CHOLERA_0000000002,COUNTRY,CAF,AFR,YEAR,Africa,,,1998,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
2110045,CHOLERA_0000000002,COUNTRY,RWA,AFR,YEAR,Africa,,,1994,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
2113437,CHOLERA_0000000002,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,1992,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
2115771,CHOLERA_0000000002,COUNTRY,DNK,EUR,YEAR,Europe,,,2016,,,,,,,0,0.0,,,,2017-08-23T09:37:22+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2116301,CHOLERA_0000000002,COUNTRY,GHA,AFR,YEAR,Africa,,,1970,,,,,,,180,180.0,,,,2013-06-11T14:01:25+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
2134242,CHOLERA_0000000002,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,1997,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
2144547,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,2015,,,,,,,64,64.0,,,,2016-09-16T09:37:08+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2152018,CHOLERA_0000000002,COUNTRY,MWI,AFR,YEAR,Africa,,,2006,,,,,,,55,55.0,,,,2013-06-11T14:01:25+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2152837,CHOLERA_0000000002,COUNTRY,COM,AFR,YEAR,Africa,,,1999,,,,,,,42,42.0,,,,2013-06-11T14:01:25+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
2158061,CHOLERA_0000000002,COUNTRY,KEN,AFR,YEAR,Africa,,,1998,,,,,,,1237,1237.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
2161064,CHOLERA_0000000002,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,1979,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
2166175,CHOLERA_0000000002,COUNTRY,CMR,AFR,YEAR,Africa,,,1986,,,,,,,12,12.0,,,,2013-06-11T14:01:25+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
2167079,CHOLERA_0000000002,COUNTRY,GAB,AFR,YEAR,Africa,,,2003,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
2170678,CHOLERA_0000000002,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,1978,,,,,,,2,2.0,,,,2013-06-11T14:01:25+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
2171435,CHOLERA_0000000002,COUNTRY,HND,AMR,YEAR,Americas,,,1998,,,,,,,13,13.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
2172777,CHOLERA_0000000002,COUNTRY,DEU,EUR,YEAR,Europe,,,1999,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
2176775,CHOLERA_0000000002,COUNTRY,GHA,AFR,YEAR,Africa,,,1995,,,,,,,93,93.0,,,,2013-06-11T14:01:25+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
2184906,CHOLERA_0000000002,COUNTRY,COL,AMR,YEAR,Americas,,,1994,,,,,,,14,14.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
2201612,CHOLERA_0000000002,COUNTRY,TJK,EUR,YEAR,Europe,,,1993,,,,,,,5,5.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
2204199,CHOLERA_0000000002,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,2009,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2212390,CHOLERA_0000000002,COUNTRY,UGA,AFR,YEAR,Africa,,,1987,,,,,,,50,50.0,,,,2013-06-11T14:01:25+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
2215132,CHOLERA_0000000002,COUNTRY,COM,AFR,YEAR,Africa,,,2005,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2218699,CHOLERA_0000000002,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,,,1972,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
2220956,CHOLERA_0000000002,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,,1996,,,,,,,464,464.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
2227212,CHOLERA_0000000002,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2016,,,,,,,1,1.0,,,,2017-08-23T09:37:23+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2235275,CHOLERA_0000000002,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,1985,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
2238097,CHOLERA_0000000002,COUNTRY,KEN,AFR,YEAR,Africa,,,1997,,,,,,,555,555.0,,,,2013-06-11T14:01:25+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
2243409,CHOLERA_0000000002,COUNTRY,SWZ,AFR,YEAR,Africa,,,2003,,,,,,,13,13.0,,,,2013-06-11T14:01:25+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
2244261,CHOLERA_0000000002,COUNTRY,DEU,EUR,YEAR,Europe,,,1994,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
2245800,CHOLERA_0000000002,COUNTRY,TGO,AFR,YEAR,Africa,,,1997,,,,,,,7,7.0,,,,2013-06-11T14:01:25+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
2271002,CHOLERA_0000000002,COUNTRY,LSO,AFR,YEAR,Africa,,,2005,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2279246,CHOLERA_0000000002,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1970,,,,,,,3420,3420.0,,,,2013-06-11T14:01:25+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
2287404,CHOLERA_0000000002,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,1963,,,,,,,24,24.0,,,,2013-06-11T14:01:25+02:00,1963,1963-01-01T00:00:00+01:00,1963-12-31T00:00:00+01:00
2297491,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,1977,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
2304653,CHOLERA_0000000002,COUNTRY,TGO,AFR,YEAR,Africa,,,1996,,,,,,,17,17.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
2308652,CHOLERA_0000000002,COUNTRY,KHM,WPR,YEAR,Western Pacific,,,1995,,,,,,,123,123.0,,,,2013-06-11T14:01:25+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
2309198,CHOLERA_0000000002,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,,1977,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
2311203,CHOLERA_0000000002,COUNTRY,MRT,AFR,YEAR,Africa,,,2003,,,,,,,8,8.0,,,,2013-06-11T14:01:25+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
2312204,CHOLERA_0000000002,COUNTRY,CHL,AMR,YEAR,Americas,,,2011,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2315955,CHOLERA_0000000002,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2009,,,,,,,11,11.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2317491,CHOLERA_0000000002,COUNTRY,ISR,EUR,YEAR,Europe,,,1970,,,,,,,10,10.0,,,,2013-06-11T14:01:25+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
2319103,CHOLERA_0000000002,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,1993,,,,,,,9,9.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
2323959,CHOLERA_0000000002,COUNTRY,GIN,AFR,YEAR,Africa,,,2014,,,,,,,0,0.0,,,,2015-10-02T09:47:57+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2327903,CHOLERA_0000000002,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2012,,,,,,,0,0.0,,,,2013-10-03T09:19:02+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2328019,CHOLERA_0000000002,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2003,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
2328147,CHOLERA_0000000002,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,,,1972,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
2330052,CHOLERA_0000000002,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,2015,,,,,,,0,0.0,,,,2016-09-16T09:37:08+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2331939,CHOLERA_0000000002,COUNTRY,ESP,EUR,YEAR,Europe,,,1994,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
2334064,CHOLERA_0000000002,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2009,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
2343325,CHOLERA_0000000002,COUNTRY,SEN,AFR,YEAR,Africa,,,1978,,,,,,,8,8.0,,,,2013-06-11T14:01:25+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
2349046,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,2008,,,,,,,102,102.0,,,,2013-06-11T14:01:25+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2361984,CHOLERA_0000000002,COUNTRY,CIV,AFR,YEAR,Africa,,,1970,,,,,,,39,39.0,,,,2013-06-11T14:01:25+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
2362280,CHOLERA_0000000002,COUNTRY,ECU,AMR,YEAR,Americas,,,2000,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2363352,CHOLERA_0000000002,COUNTRY,RWA,AFR,YEAR,Africa,,,2001,,,,,,,2,2.0,,,,2013-06-11T14:01:25+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2367293,CHOLERA_0000000002,COUNTRY,CIV,AFR,YEAR,Africa,,,2015,,,,,,,6,6.0,,,,2016-09-16T09:37:08+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2369002,CHOLERA_0000000002,COUNTRY,SEN,AFR,YEAR,Africa,,,1988,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
