Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
5709551,CHOLERA_0000000002,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,1963,,,,,,,38,38.0,,,,2013-06-11T14:01:25+02:00,1963,1963-01-01T00:00:00+01:00,1963-12-31T00:00:00+01:00
5710761,CHOLERA_0000000002,COUNTRY,KEN,AFR,YEAR,Africa,,,2008,,,,,,,113,113.0,,,,2013-06-11T14:01:25+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
5719246,CHOLERA_0000000002,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,,1986,,,,,,,1945,1945.0,,,,2013-06-11T14:01:25+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
5725681,CHOLERA_0000000002,COUNTRY,TGO,AFR,YEAR,Africa,,,2005,,,,,,,15,15.0,,,,2013-06-11T14:01:25+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5736775,CHOLERA_0000000002,COUNTRY,CMR,AFR,YEAR,Africa,,,1978,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
5740242,CHOLERA_0000000002,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1978,,,,,,,246,246.0,,,,2013-06-11T14:01:25+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
5740942,CHOLERA_0000000002,COUNTRY,LBY,EMR,YEAR,Eastern Mediterranean,,,1970,,,,,,,28,28.0,,,,2013-06-11T14:01:25+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
5742261,CHOLERA_0000000002,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,1991,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
5748361,CHOLERA_0000000002,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,,2010,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5755641,CHOLERA_0000000002,COUNTRY,COL,AMR,YEAR,Americas,,,1996,,,,,,,70,70.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
5759196,CHOLERA_0000000002,COUNTRY,COD,AFR,YEAR,Africa,,,1991,,,,,,,294,294.0,,,,2013-06-11T14:01:25+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
5774318,CHOLERA_0000000002,COUNTRY,SLV,AMR,YEAR,Americas,,,1993,,,,,,,14,14.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
5775888,CHOLERA_0000000002,COUNTRY,BLR,EUR,YEAR,Europe,,,1994,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
5777851,CHOLERA_0000000002,COUNTRY,IDN,WPR,YEAR,Western Pacific,,,1962,,,,,,,80,80.0,,,,2013-06-11T14:01:25+02:00,1962,1962-01-01T00:00:00+01:00,1962-12-31T00:00:00+01:00
5786457,CHOLERA_0000000002,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,1983,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
5788082,CHOLERA_0000000002,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,1992,,,,,,,29,29.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
5791682,CHOLERA_0000000002,COUNTRY,TGO,AFR,YEAR,Africa,,,1970,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
5797009,CHOLERA_0000000002,COUNTRY,CMR,AFR,YEAR,Africa,,,1971,,,,,,,336,336.0,,,,2013-06-11T14:01:25+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
5797800,CHOLERA_0000000002,COUNTRY,ITA,EUR,YEAR,Europe,,,2007,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
5799405,CHOLERA_0000000002,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,2007,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
5808209,CHOLERA_0000000002,COUNTRY,ARG,AMR,YEAR,Americas,,,1995,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
5813184,CHOLERA_0000000002,COUNTRY,LBR,AFR,YEAR,Africa,,,2007,,,,,,,7,7.0,,,,2013-06-11T14:01:25+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
5815552,CHOLERA_0000000002,COUNTRY,FRA,EUR,YEAR,Europe,,,1998,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
5835870,CHOLERA_0000000002,COUNTRY,SYC,AFR,YEAR,Africa,,,2008,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
5844298,CHOLERA_0000000002,COUNTRY,ZWE,AFR,YEAR,Africa,,,1998,,,,,,,44,44.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
5849016,CHOLERA_0000000002,COUNTRY,ZMB,AFR,YEAR,Africa,,,2010,,,,,,,62,62.0,,,,2013-06-11T14:01:25+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5851105,CHOLERA_0000000002,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1984,,,,,,,27,27.0,,,,2013-06-11T14:01:25+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
5851164,CHOLERA_0000000002,COUNTRY,ZMB,AFR,YEAR,Africa,,,2004,,,,,,,373,373.0,,,,2013-06-11T14:01:25+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5853877,CHOLERA_0000000002,COUNTRY,BRA,AMR,YEAR,Americas,,,2000,,,,,,,17,17.0,,,,2013-06-11T14:01:25+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5862885,CHOLERA_0000000002,COUNTRY,RWA,AFR,YEAR,Africa,,,2005,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5864640,CHOLERA_0000000002,COUNTRY,GHA,AFR,YEAR,Africa,,,2004,,,,,,,6,6.0,,,,2013-06-11T14:01:25+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5868336,CHOLERA_0000000002,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,1991,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
5869341,CHOLERA_0000000002,COUNTRY,GTM,AMR,YEAR,Americas,,,1995,,,,,,,95,95.0,,,,2013-06-11T14:01:25+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
5875800,CHOLERA_0000000002,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,1989,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
5877509,CHOLERA_0000000002,COUNTRY,NIC,AMR,YEAR,Americas,,,1998,,,,,,,29,29.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
5900402,CHOLERA_0000000002,COUNTRY,ARG,AMR,YEAR,Americas,,,1992,,,,,,,15,15.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
5904941,CHOLERA_0000000002,COUNTRY,USA,AMR,YEAR,Americas,,,2004,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5907737,CHOLERA_0000000002,COUNTRY,GIN,AFR,YEAR,Africa,,,1996,,,,,,,17,17.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
5915437,CHOLERA_0000000002,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,1979,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
5915526,CHOLERA_0000000002,COUNTRY,TZA,AFR,YEAR,Africa,,,2008,,,,,,,88,88.0,,,,2013-06-11T14:01:25+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
5916688,CHOLERA_0000000002,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,1988,,,,,,,7,7.0,,,,2013-06-11T14:01:25+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
5917069,CHOLERA_0000000002,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,1994,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
5922066,CHOLERA_0000000002,COUNTRY,BEN,AFR,YEAR,Africa,,,1983,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
5933202,CHOLERA_0000000002,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,1993,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
5948241,CHOLERA_0000000002,COUNTRY,DZA,AFR,YEAR,Africa,,,1994,,,,,,,4,4.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
5978712,CHOLERA_0000000002,COUNTRY,BEN,AFR,YEAR,Africa,,,1982,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
5981660,CHOLERA_0000000002,COUNTRY,PER,AMR,YEAR,Americas,,,1998,,,,,,,568,568.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
5984443,CHOLERA_0000000002,COUNTRY,MLI,AFR,YEAR,Africa,,,1971,,,,,,,1321,1321.0,,,,2013-06-11T14:01:25+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
5985146,CHOLERA_0000000002,COUNTRY,TGO,AFR,YEAR,Africa,,,1993,,,,,,,2,2.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
5987636,CHOLERA_0000000002,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1974,,,,,,,2289,2289.0,,,,2013-06-11T14:01:25+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
5996847,CHOLERA_0000000002,COUNTRY,KHM,WPR,YEAR,Western Pacific,,,1975,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
5997338,CHOLERA_0000000002,COUNTRY,BFA,AFR,YEAR,Africa,,,2011,,,,,,,2,2.0,,,,2013-06-11T14:01:25+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6009173,CHOLERA_0000000002,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1999,,,,,,,6,6.0,,,,2013-06-11T14:01:25+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
6009608,CHOLERA_0000000002,COUNTRY,ESP,EUR,YEAR,Europe,,,2006,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6011502,CHOLERA_0000000002,COUNTRY,AGO,AFR,YEAR,Africa,,,1996,,,,,,,42,42.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
6024587,CHOLERA_0000000002,COUNTRY,BRN,WPR,YEAR,Western Pacific,,,1955,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1955,1955-01-01T00:00:00+01:00,1955-12-31T00:00:00+01:00
6027470,CHOLERA_0000000002,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,,2016,,,,,,,164,164.0,,,,2017-08-23T09:37:23+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6044892,CHOLERA_0000000002,COUNTRY,GBR,EUR,YEAR,Europe,,,1994,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
6047297,CHOLERA_0000000002,COUNTRY,TZA,AFR,YEAR,Africa,,,1978,,,,,,,733,733.0,,,,2013-06-11T14:01:25+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
6049811,CHOLERA_0000000002,COUNTRY,MRT,AFR,YEAR,Africa,,,2002,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6051048,CHOLERA_0000000002,COUNTRY,NGA,AFR,YEAR,Africa,,,1982,,,,,,,18,18.0,,,,2013-06-11T14:01:25+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
6052698,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,1990,,,,,,,194,194.0,,,,2013-06-11T14:01:25+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
6059534,CHOLERA_0000000002,COUNTRY,RWA,AFR,YEAR,Africa,,,1985,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
6064871,CHOLERA_0000000002,COUNTRY,SLV,AMR,YEAR,Americas,,,1998,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
6071713,CHOLERA_0000000002,COUNTRY,GNQ,AFR,YEAR,Africa,,,2005,,,,,,,33,33.0,,,,2013-06-11T14:01:25+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6084861,CHOLERA_0000000002,COUNTRY,CIV,AFR,YEAR,Africa,,,1994,,,,,,,55,55.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
6085547,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,2003,,,,,,,102,102.0,,,,2013-06-11T14:01:25+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6088224,CHOLERA_0000000002,COUNTRY,CRI,AMR,YEAR,Americas,,,1996,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
6088998,CHOLERA_0000000002,COUNTRY,ROU,EUR,YEAR,Europe,,,1994,,,,,,,4,4.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
6094031,CHOLERA_0000000002,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2010,,,,,,,10,10.0,,,,2013-06-11T14:01:25+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6098482,CHOLERA_0000000002,COUNTRY,GBR,EUR,YEAR,Europe,,,2008,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6103764,CHOLERA_0000000002,COUNTRY,SEN,AFR,YEAR,Africa,,,1987,,,,,,,288,288.0,,,,2013-06-11T14:01:25+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
6120179,CHOLERA_0000000002,COUNTRY,MLI,AFR,YEAR,Africa,,,1973,,,,,,,32,32.0,,,,2013-06-11T14:01:25+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
6125894,CHOLERA_0000000002,COUNTRY,CMR,AFR,YEAR,Africa,,,1979,,,,,,,4,4.0,,,,2013-06-11T14:01:25+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
6142126,CHOLERA_0000000002,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,1969,,,,,,,6,6.0,,,,2013-06-11T14:01:25+02:00,1969,1969-01-01T00:00:00+01:00,1969-12-31T00:00:00+01:00
6143118,CHOLERA_0000000002,COUNTRY,KHM,WPR,YEAR,Western Pacific,,,1964,,,,,,,27,27.0,,,,2013-06-11T14:01:25+02:00,1964,1964-01-01T00:00:00+01:00,1964-12-31T00:00:00+01:00
6143346,CHOLERA_0000000002,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,,2009,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6144742,CHOLERA_0000000002,COUNTRY,NGA,AFR,YEAR,Africa,,,1991,,,,,,,7654,7654.0,,,,2013-06-11T14:01:25+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
6146587,CHOLERA_0000000002,COUNTRY,DEU,EUR,YEAR,Europe,,,1974,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
6153230,CHOLERA_0000000002,COUNTRY,ZWE,AFR,YEAR,Africa,,,2015,,,,,,,0,0.0,,,,2016-09-16T09:37:09+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6154501,CHOLERA_0000000002,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,1965,,,,,,,448,448.0,,,,2013-06-11T14:01:25+02:00,1965,1965-01-01T00:00:00+01:00,1965-12-31T00:00:00+01:00
6156609,CHOLERA_0000000002,COUNTRY,GBR,EUR,YEAR,Europe,,,1983,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
6162406,CHOLERA_0000000002,COUNTRY,BEN,AFR,YEAR,Africa,,,2002,,,,,,,13,13.0,,,,2013-06-11T14:01:25+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6174648,CHOLERA_0000000002,COUNTRY,DZA,AFR,YEAR,Africa,,,1973,,,,,,,74,74.0,,,,2013-06-11T14:01:25+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
6182116,CHOLERA_0000000002,COUNTRY,MWI,AFR,YEAR,Africa,,,1976,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
6182166,CHOLERA_0000000002,COUNTRY,GIN,AFR,YEAR,Africa,,,2004,,,,,,,117,117.0,,,,2013-06-11T14:01:25+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6183777,CHOLERA_0000000002,COUNTRY,NGA,AFR,YEAR,Africa,,,2009,,,,,,,431,431.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6184765,CHOLERA_0000000002,COUNTRY,MEX,AMR,YEAR,Americas,,,1996,,,,,,,5,5.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
6194584,CHOLERA_0000000002,COUNTRY,UGA,AFR,YEAR,Africa,,,2015,,,,,,,33,33.0,,,,2016-09-16T09:37:09+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6206534,CHOLERA_0000000002,COUNTRY,ZAF,AFR,YEAR,Africa,,,1987,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
6207371,CHOLERA_0000000002,COUNTRY,IDN,WPR,YEAR,Western Pacific,,,1970,,,,,,,1257,1257.0,,,,2013-06-11T14:01:25+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
6208628,CHOLERA_0000000002,COUNTRY,NLD,EUR,YEAR,Europe,,,1999,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
6213480,CHOLERA_0000000002,COUNTRY,RWA,AFR,YEAR,Africa,,,2009,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6216554,CHOLERA_0000000002,COUNTRY,TUV,WPR,YEAR,Western Pacific,,,1990,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
6218845,CHOLERA_0000000002,COUNTRY,RWA,AFR,YEAR,Africa,,,2012,,,,,,,0,0.0,,,,2013-10-03T09:19:02+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6221688,CHOLERA_0000000002,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,,1986,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
6225922,CHOLERA_0000000002,COUNTRY,UKR,EUR,YEAR,Europe,,,1994,,,,,,,20,20.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
6226010,CHOLERA_0000000002,COUNTRY,BFA,AFR,YEAR,Africa,,,1996,,,,,,,58,58.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
6245786,CHOLERA_0000000002,COUNTRY,COM,AFR,YEAR,Africa,,,2000,,,,,,,91,91.0,,,,2013-06-11T14:01:25+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6258840,CHOLERA_0000000002,COUNTRY,BOL,AMR,YEAR,Americas,,,1993,,,,,,,254,254.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
6266348,CHOLERA_0000000002,COUNTRY,LBR,AFR,YEAR,Africa,,,1975,,,,,,,16,16.0,,,,2013-06-11T14:01:25+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
6269753,CHOLERA_0000000002,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,2001,,,,,,,11,11.0,,,,2013-06-11T14:01:25+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6274226,CHOLERA_0000000002,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,,1986,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
6282853,CHOLERA_0000000002,COUNTRY,GTM,AMR,YEAR,Americas,,,2000,,,,,,,6,6.0,,,,2013-06-11T14:01:25+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6283090,CHOLERA_0000000002,COUNTRY,USA,AMR,YEAR,Americas,,,2012,,,,,,,0,0.0,,,,2013-10-03T09:19:03+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6291186,CHOLERA_0000000002,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,1991,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
6305551,CHOLERA_0000000002,COUNTRY,IDN,WPR,YEAR,Western Pacific,,,1987,,,,,,,18,18.0,,,,2013-06-11T14:01:25+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
6322522,CHOLERA_0000000002,COUNTRY,NIC,AMR,YEAR,Americas,,,1992,,,,,,,46,46.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
6335468,CHOLERA_0000000002,COUNTRY,COD,AFR,YEAR,Africa,,,1986,,,,,,,125,125.0,,,,2013-06-11T14:01:25+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
6341712,CHOLERA_0000000002,COUNTRY,ZMB,AFR,YEAR,Africa,,,2006,,,,,,,183,183.0,,,,2013-06-11T14:01:25+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6341911,CHOLERA_0000000002,COUNTRY,BLZ,AMR,YEAR,Americas,,,1993,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
6344435,CHOLERA_0000000002,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,2016,,,,,,,0,0.0,,,,2017-08-23T09:37:23+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6346889,CHOLERA_0000000002,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,1983,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
6352110,CHOLERA_0000000002,COUNTRY,NRU,WPR,YEAR,Western Pacific,,,1979,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
6353324,CHOLERA_0000000002,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,1972,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
6356152,CHOLERA_0000000002,COUNTRY,CMR,AFR,YEAR,Africa,,,1987,,,,,,,6,6.0,,,,2013-06-11T14:01:25+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
6364886,CHOLERA_0000000002,COUNTRY,ME1,,YEAR,,,,1994,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
6365090,CHOLERA_0000000002,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,2000,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6386256,CHOLERA_0000000002,COUNTRY,BWA,AFR,YEAR,Africa,,,2008,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
